,SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
153737,NSE,E,19386,EQUITY,0,OLIL,1200.0,One Click Logistics,,,,5.0,,ES,SM,ONECLICK LOGISTICS IND L
153740,NSE,E,19401,EQUITY,0,BOROLTD,1.0,Borosil,,,,5.0,,ES,EQ,BOROSIL LIMITED
153741,NSE,E,19410,EQUITY,0,ROSSARI,1.0,Rossari Biotech,,,,5.0,,ES,EQ,ROSSARI BIOTECH LIMITED
153742,NSE,E,19438,EQUITY,0,AHLEAST,1.0,Asian Hotels (East),,,,5.0,,ES,EQ,ASIAN HOTELS (EAST) LTD
153744,NSE,E,19440,EQUITY,0,SICALLOG,1.0,Sical Logistics,,,,5.0,,ES,BE,SICAL LOGISTICS LIMITED
153745,NSE,E,19447,EQUITY,0,CAPTRUST,1.0,Capital Trust,,,,5.0,,ES,EQ,CAPITAL TRUST LIMITED
153747,NSE,E,19458,EQUITY,0,PLAZACABLE,1.0,Plaza Wires,,,,5.0,,ES,EQ,PLAZA WIRES LIMITED
153748,NSE,E,19465,EQUITY,0,KARNIKA,1600.0,Karnika Industries,,,,5.0,,ES,SM,KARNIKA INDUSTRIES LTD
153749,NSE,E,19469,EQUITY,0,SCML,2000.0,Sharp Chucks & Machines,,,,5.0,,ES,SM,SHARP CHUCKS N MACHINES L
153760,NSE,E,1949,EQUITY,0,KSB,1.0,KSB,,,,5.0,,ES,EQ,KSB LIMITED
153762,NSE,E,19492,EQUITY,0,PLADAINFO,3000.0,Plada Infotech,,,,5.0,,ES,SM,PLADA INFOTECH SERVICES L
153763,NSE,E,19496,EQUITY,0,SECMARK,1.0,Secmark Consultancy,,,,5.0,,ES,EQ,SECMARK CONSULTANCY LTD
153765,NSE,E,19503,EQUITY,0,TCLCONS,1.0,Tantia Constructions,,,,5.0,,ES,BE,TANTIA CONSTRUCTIONS LTD
153766,NSE,E,19513,EQUITY,0,COMMITTED,1600.0,Committed Cargo Care,,,,5.0,,ES,SM,COMMITTED CARGO CARE LTD
153775,NSE,E,19525,EQUITY,0,IITL,1.0,Industrial Investment Trust,,,,5.0,,ES,EQ,INDUSTRIAL INV TRUST LTD
153779,NSE,E,19531,EQUITY,0,BAJAJCON,1.0,Bajaj Consumer Care,,,,5.0,,ES,EQ,BAJAJ CONSUMER CARE LTD
153787,NSE,E,19556,EQUITY,0,BHANDARI,1.0,Bhandari Hosiery Exports,,,,5.0,,ES,EQ,BHANDARI HOSIERY EXP LTD
153791,NSE,E,19578,EQUITY,0,UGARSUGAR,1.0,Ugar Sugar Works,,,,5.0,,ES,EQ,THE UGAR SUGAR WORKS LTD
153792,NSE,E,19579,EQUITY,0,ACSAL,3000.0,Arvind & Company Shipping Agencies,,,,5.0,,ES,SM,ARVIND AND COMPANY
153793,NSE,E,19585,EQUITY,0,BSE,1.0,BSE,,,,5.0,,ES,EQ,BSE LIMITED
153795,NSE,E,19597,EQUITY,0,IRMENERGY,1.0,IRM Energy,,,,5.0,,ES,EQ,IRM ENERGY LIMITED
153796,NSE,E,19603,EQUITY,0,PRAKASHSTL,1.0,Prakash Steelage,,,,5.0,,ES,BE,PRAKASH STEELAGE LTD
153812,NSE,E,19627,EQUITY,0,WOMANCART,1600.0,WomanCart,,,,5.0,,ES,SM,WOMANCART LIMITED
153813,NSE,E,19631,EQUITY,0,PRICOLLTD,1.0,Pricol,,,,5.0,,ES,EQ,PRICOL LIMITED
153815,NSE,E,1964,EQUITY,0,TRENT,1.0,Trent,,,,5.0,,ES,EQ,TRENT LTD
153817,NSE,E,19646,EQUITY,0,MAXESTATES,1.0,Max Estates,,,,5.0,,ES,EQ,MAX ESTATES LIMITED
153818,NSE,E,19653,EQUITY,0,KALYANI,1.0,Kalyani Commercials,,,,5.0,,ES,BE,KALYANI COMMERCIALS LTD
153819,NSE,E,19670,EQUITY,0,COMPINFO,1.0,Compuage Infocom,,,,5.0,,ES,BZ,COMPUAGE INFOCOM LTD
153820,NSE,E,19672,EQUITY,0,PODDARHOUS,1.0,Poddar Housing & Development,,,,5.0,,ES,BZ,PODDAR HOUSE & DVPT LTD
153821,NSE,E,19675,EQUITY,0,GAYAPROJ,1.0,Gayatri Projects,,,,5.0,,ES,BZ,GAYATRI PROJECTS LTD
153822,NSE,E,19676,EQUITY,0,CMICABLES,1.0,CMI,,,,5.0,,ES,BZ,CMI LIMITED
153823,NSE,E,19677,EQUITY,0,ANSALAPI,1.0,Ansal Properties & Infrastructure,,,,5.0,,ES,BZ,ANSAL PROP & INFRA LTD
153825,NSE,E,19681,EQUITY,0,RCDL,3000.0,Rajgor Castor Derivatives,,,,5.0,,ES,SM,RAJGOR CASTOR DERIVATI L
153827,NSE,E,19686,EQUITY,0,BLUEJET,1.0,Blue Jet Healthcare,,,,5.0,,ES,EQ,BLUE JET HEALTHCARE LTD
153828,NSE,E,19692,EQUITY,0,ONDOOR,600.0,On Door Concepts,,,,5.0,,ES,SM,ON DOOR CONCEPTS LIMITED
153829,NSE,E,19695,EQUITY,0,JITFINFRA,1.0,JITF Infralogistics,,,,5.0,,ES,BE,JITF INFRALOGISTICS LTD
153830,NSE,E,19698,EQUITY,0,HMT,1.0,HMT,,,,5.0,,ES,BZ,HMT LTD -
153845,NSE,E,19731,EQUITY,0,GPPL,1.0,Gujarat Pipavav Port,,,,5.0,,ES,EQ,GUJARAT PIPAVAV PORT LTD
153857,NSE,E,19752,EQUITY,0,SHANTHALA,1200.0,Shanthala FMCG Products,,,,5.0,,ES,SM,SHANTHALA FMCG PRODUCTS L
153861,NSE,E,19761,EQUITY,0,ADFFOODS,1.0,ADF FOODS LIMITED,,,,5.0,,ES,EQ,ADF FOODS LIMITED
153868,NSE,E,19779,EQUITY,0,PARAGON,1200.0,Paragon Fine and Specialty Chemicals,,,,5.0,,ES,SM,PARAGON FINE S.C. LTD.
153869,NSE,E,19783,EQUITY,0,MUFIN,1.0,MUFIN GREEN FINANCE LTD,,,,5.0,,ES,EQ,MUFIN GREEN FINANCE LTD
153870,NSE,E,1979,EQUITY,0,LAXMIMACH,1.0,Lakshmi Machine Works,,,,5.0,,ES,EQ,LAKSHMI MACHINES LTD
153871,NSE,E,19795,EQUITY,0,CELLO,1.0,Cello World,,,,5.0,,ES,EQ,CELLO WORLD LIMITED
153872,NSE,E,19800,EQUITY,0,WELINV,1.0,Welspun Investments & Commercials,,,,5.0,,ES,EQ,WELSPUN INV & COMM LTD
153873,NSE,E,19801,EQUITY,0,TRANSTEEL,2000.0,Transteel Seating,,,,5.0,,ES,SM,TRANSTEEL SEATING TECH L
153875,NSE,E,19809,EQUITY,0,MAITREYA,1600.0,Maitreya Medicare,,,,5.0,,ES,SM,MAITREYA MEDICARE LIMITED
153876,NSE,E,19813,EQUITY,0,HONASA,1.0,Mama Earth,,,,5.0,,ES,EQ,HONASA CONSUMER LIMITED
153881,NSE,E,19863,EQUITY,0,SARTELE,2000.0, SAR Televenture,,,,5.0,,ES,SM,SAR TELEVENTURE LIMITED
153882,NSE,E,19867,EQUITY,0,AMNPLST,1.0,Amines & Plasticizers,,,,5.0,,ES,EQ,AMINES & PLASTICIZERS LTD
153883,NSE,E,19876,EQUITY,0,LGHL,1.0,Laxmi Goldrona House,,,,5.0,,ES,EQ,LAXMI GOLDORNA HOUSE LTD
153884,NSE,E,19877,EQUITY,0,RADIOCITY,1.0,Music Broadcast,,,,5.0,,ES,EQ,MUSIC BROADCAST LIMITED
153885,NSE,E,19878,EQUITY,0,ESAFSFB,1.0,ESAF Small Finance Bank,,,,5.0,,ES,EQ,ESAF SMALL FINANCE BANK L
153886,NSE,E,19887,EQUITY,0,MICROPRO,1600.0,Micropro Software Solutions,,,,5.0,,ES,SM,MICROPRO SOFTWARE SOL L
153890,NSE,E,199,EQUITY,0,MASFIN,1.0,MAS Financial Services,,,,5.0,,ES,EQ,MAS FINANCIAL SERV LTD
153905,NSE,E,19913,EQUITY,0,DMART,1.0,Avenue Supermarts DMart,,,,5.0,,ES,EQ,AVENUE SUPERMARTS LIMITED
153911,NSE,E,19931,EQUITY,0,ORISSAMINE,1.0,Orissa Minerals Development Comp,,,,5.0,,ES,EQ,ORISSA MIN DEV CO LTD
153914,NSE,E,19937,EQUITY,0,KILITCH,1.0,Kilitch Drugs,,,,5.0,,ES,EQ,KILITCH DRUGS INDIA LTD
153915,NSE,E,19943,EQUITY,0,DEEPAKNTR,1.0,Deepak Nitrite,,,,5.0,,ES,EQ,DEEPAK NITRITE LTD
153922,NSE,E,1997,EQUITY,0,LICHSGFIN,1.0,LIC Housing Finance,,,,5.0,,ES,EQ,LIC HOUSING FINANCE LTD
153944,NSE,E,2004,EQUITY,0,AHLADA,1.0,Ahlada Engineers,,,,5.0,,ES,EQ,AHLADA ENGINEERS LIMITED
153955,NSE,E,20063,EQUITY,0,SASTASUNDR,1.0,Sastasundar Ventures,,,,5.0,,ES,EQ,SASTASUNDAR VENTURES LTD
153959,NSE,E,20077,EQUITY,0,INTENTECH,1.0,Intense Technologies,,,,5.0,,ES,BE,INTENSE TECHNOLOGIES LTD
153960,NSE,E,20080,EQUITY,0,EROSMEDIA,1.0,Eros International Media,,,,5.0,,ES,EQ,EROS INTL MEDIA LTD
153963,NSE,E,20090,EQUITY,0,CAREERP,1.0,Career Point,,,,5.0,,ES,BE,CAREER POINT LIMITED
153964,NSE,E,20092,EQUITY,0,TASTYBITE,1.0,Tasty Bite Eatables,,,,5.0,,ES,EQ,TASTY BITE EATABLES LTD
153967,NSE,E,201,EQUITY,0,UNIDT,1.0,United Drilling Tools,,,,5.0,,ES,EQ,UNITED DRILLING TOOLS LTD
153976,NSE,E,20114,EQUITY,0,GREENPOWER,1.0,Orient Green Power,,,,5.0,,ES,BE,ORIENT GREEN POWER CO LTD
153984,NSE,E,20134,EQUITY,0,RAMKY,1.0,Ramky Infrastructure,,,,5.0,,ES,EQ,RAMKY INFRA LTD
153987,NSE,E,20141,EQUITY,0,BABAFP,1600.0,Baba Food Processing,,,,5.0,,ES,SM,BABA FOOD PROCESSING
153992,NSE,E,20152,EQUITY,0,ASKAUTOLTD,1.0,ASK Automotive,,,,5.0,,ES,EQ,ASK AUTOMOTIVE LIMITED
153995,NSE,E,20159,EQUITY,0,ARIHANTSUP,1.0,Arihant Superstructures,,,,5.0,,ES,EQ,ARIHANT SUPERSTRUCT LTD
153997,NSE,E,20160,EQUITY,0,CANTABIL,1.0,CANTABIL RETAIL LTD,,,,5.0,,ES,EQ,CANTABIL RETAIL LTD
153998,NSE,E,20167,EQUITY,0,ROXHITECH,1600.0,ROX Hi-Tech,,,,5.0,,ES,SM,ROX HI TECH LIMITED
154004,NSE,E,2018,EQUITY,0,LUMAXIND,1.0,Lumax Industries,,,,5.0,,ES,EQ,LUMAX INDUSTRIES LTD
154006,NSE,E,20182,EQUITY,0,ASHOKA,1.0,Ashoka Buildcon,,,,5.0,,ES,EQ,ASHOKA BUILDCON LTD
154009,NSE,E,20188,EQUITY,0,WABAG,1.0,VA Tech Wabag,,,,5.0,,ES,EQ,VA TECH WABAG LTD
154013,NSE,E,20194,EQUITY,0,AKSHARCHEM,1.0,AksharChem,,,,5.0,,ES,BE,AKSHARCHEM INDIA LIMITED
154016,NSE,E,20200,EQUITY,0,BEDMUTHA,1.0,Bedmutha Industries,,,,5.0,,ES,BE,BEDMUTHA INDUST LTD
154019,NSE,E,20207,EQUITY,0,URJA,1.0,Urja Global,,,,5.0,,ES,BE,URJA GLOBAL LIMITED
154021,NSE,E,20213,EQUITY,0,SUNREST,1600.0,Sunrest Lifescience,,,,5.0,,ES,SM,SUNREST LIFESCIENCE LTD
154028,NSE,E,20223,EQUITY,0,CLEDUCATE,1.0,CL Educate - Buyback,,,,5.0,,ES,EQ,CL EDUCATE LIMITED
154029,NSE,E,20224,EQUITY,0,JWL,1.0,Jupiter Wagons,,,,5.0,,ES,EQ,JUPITER WAGONS LIMITED
154038,NSE,E,20242,EQUITY,0,OBEROIRLTY,1.0,Oberoi Realty,,,,5.0,,ES,EQ,OBEROI REALTY LIMITED
154044,NSE,E,20261,EQUITY,0,IREDA,1.0,IREDA,,,,5.0,,ES,EQ,INDIAN RENEWABLE ENERGY
154048,NSE,E,2028,EQUITY,0,LYKALABS,1.0,Lyka Labs,,,,5.0,,ES,EQ,LYKA LABS LTD
154052,NSE,E,20289,EQUITY,0,ROCKINGDCE,1000.0,Rockingdeals Circular Economy,,,,5.0,,ES,SM,ROCKINGDEALS CIRCU ECO L
154053,NSE,E,2029,EQUITY,0,IRFC,1.0,IRFC,,,,5.0,,ES,EQ,INDIAN RAILWAY FIN CORP L
154054,NSE,E,20293,EQUITY,0,TATATECH,1.0,Tata Technologies,,,,5.0,,ES,EQ,TATA TECHNOLOGIES LIMITED
154055,NSE,E,20296,EQUITY,0,SHAH,1.0,Shah Metacorp,,,,5.0,,ES,EQ,SHAH METACORP LIMITED
154056,NSE,E,20302,EQUITY,0,PRESTIGE,1.0,Prestige Estate,,,,5.0,,ES,EQ,PRESTIGE ESTATE LTD
154057,NSE,E,20303,EQUITY,0,GANDHAR,1.0,Gandhar Oil Refinery,,,,5.0,,ES,EQ,GANDHAR OIL REFINE IND L
154059,NSE,E,2031,EQUITY,0,M&M,1.0,Mahindra & Mahindra,,,,5.0,,ES,EQ,MAHINDRA & MAHINDRA LTD
154064,NSE,E,20314,EQUITY,0,NRAIL,1.0,N R Agarwal Industries,,,,5.0,,ES,EQ,N R AGARWAL INDS LTD
154065,NSE,E,20321,EQUITY,0,SHANKARA,1.0,Shankara Building Products,,,,5.0,,ES,EQ,SHANKARA BLDG PRODUCT LTD
154066,NSE,E,20322,EQUITY,0,FEDFINA,1.0,Fedbank Financial Services,,,,5.0,,ES,EQ,FEDBANK FINANCIAL SER L
154067,NSE,E,20323,EQUITY,0,RESPONIND,1.0,Responsive Industries,,,,5.0,,ES,EQ,RESPONSIVE INDUSTRIES LTD
154068,NSE,E,20329,EQUITY,0,CGCL,1.0,CAPRI GLOBAL CAPITAL LTD,,,,5.0,,ES,EQ,CAPRI GLOBAL CAPITAL LTD
154096,NSE,E,20372,EQUITY,0,FLAIR,1.0,Flair Writing Industries,,,,5.0,,ES,EQ,FLAIR WRITING INDUST LTD
154097,NSE,E,20374,EQUITY,0,COALINDIA,1.0,Coal India,,,,5.0,,ES,EQ,COAL INDIA LTD
154113,NSE,E,20406,EQUITY,0,CBAZAAR,8000.0,Net Avenue Technologies,,,,5.0,,ES,SM,NET AVENUE TECHNOLOGIES L
154114,NSE,E,20410,EQUITY,0,MARINETRAN,4000.0,Marinetrans India,,,,5.0,,ES,SM,MARINETRANS INDIA LIMITED
154115,NSE,E,20413,EQUITY,0,IOLCP,1.0,IOL Chemicals & Pharmaceuticals,,,,5.0,,ES,EQ,IOL CHEM AND PHARMA LTD
154116,NSE,E,20415,EQUITY,0,SHEETAL,2000.0,Sheetal Universal,,,,5.0,,ES,SM,SHEETAL UNIVERSAL LIMITED
154117,NSE,E,20425,EQUITY,0,NACLIND,1.0,NACL Industries,,,,5.0,,ES,EQ,NACL INDUSTRIES LIMITED
154119,NSE,E,2043,EQUITY,0,RAMCOCEM,1.0,Ramco Cements,,,,5.0,,ES,EQ,THE RAMCO CEMENTS LIMITED
154126,NSE,E,20453,EQUITY,0,APCL,1.0,Anjani Portland Cement,,,,5.0,,ES,EQ,ANJANI PORTLAND CEM LTD
154127,NSE,E,20454,EQUITY,0,GRAPHISAD,1200.0,Graphisads,,,,5.0,,ES,SM,GRAPHISADS LIMITED
154136,NSE,E,2048,EQUITY,0,INDIGOPNTS,1.0,Indigo Paints,,,,5.0,,ES,EQ,INDIGO PAINTS LIMITED
154142,NSE,E,20488,EQUITY,0,ACCENTMIC,1000.0,Accent Microcell,,,,5.0,,ES,SM,ACCENT MICROCELL LIMITED
154143,NSE,E,2049,EQUITY,0,CHENNPETRO,1.0,Chennai Petroleum Corporation,,,,5.0,,ES,EQ,CHENNAI PETROLEUM CORP LT
154144,NSE,E,20491,EQUITY,0,WIPL,1.0,Western India Ply,,,,5.0,,ES,BE,THE WESTERN INDIA PLY LTD
154145,NSE,E,20498,EQUITY,0,PRESSTONIC,1600.0,Presstonic Engineering,,,,5.0,,ES,SM,PRESSTONIC ENGINEERING L
154146,NSE,E,20503,EQUITY,0,ASLIND,4000.0,ASL Industries,,,,5.0,,ES,ST,ASL INDUSTRIES LIMITED
154149,NSE,E,20528,EQUITY,0,PRUDMOULI,1.0,PRUDENTIAL SUGAR CORPORAT,,,,5.0,,ES,BE,PRUDENTIAL SUGAR CORPORAT
154150,NSE,E,20531,EQUITY,0,BAJEL,1.0,Bajel Projects,,,,5.0,,ES,EQ,BAJEL PROJECTS LIMITED
154152,NSE,E,20534,EQUITY,0,GRAVITA,1.0,Gravita,,,,5.0,,ES,EQ,GRAVITA INDIA LIMITED
154153,NSE,E,20542,EQUITY,0,SJLOGISTIC,1000.0,SJ Logistics,,,,5.0,,ES,SM,S J LOGISTICS (INDIA) LTD
154156,NSE,E,20551,EQUITY,0,DOMS,1.0,DOMS Industries,,,,5.0,,ES,EQ,DOMS INDUSTRIES LIMITED
154157,NSE,E,20556,EQUITY,0,INDIASHLTR,1.0,India Shelter Finance,,,,5.0,,ES,EQ,INDIA SHELTER FIN CORP L
154158,NSE,E,2056,EQUITY,0,HOMEFIRST,1.0,Home First Finance Company,,,,5.0,,ES,EQ,HOME FIRST FIN CO IND LTD
154159,NSE,E,20560,EQUITY,0,DOLLAR,1.0,Dollar Industries,,,,5.0,,ES,EQ,DOLLAR INDUSTRIES LIMITED
154180,NSE,E,206,EQUITY,0,ASHIMASYN,1.0,Ashima,,,,5.0,,ES,EQ,ASHIMA LTD
154183,NSE,E,20603,EQUITY,0,SHREEOSFM,2000.0,Shree OSFM e-Mobility,,,,5.0,,ES,SM,SHREE OSFM E-MOBILITY LTD
154184,NSE,E,20607,EQUITY,0,INOXINDIA,1.0,INOX India,,,,5.0,,ES,EQ,INOX INDIA LIMITED
154187,NSE,E,20616,EQUITY,0,SUPERHOUSE,1.0,Superhouse,,,,5.0,,ES,EQ,SUPERHOUSE LIMITED
154189,NSE,E,20621,EQUITY,0,PENIND,1.0,Pennar Industries,,,,5.0,,ES,EQ,PENNAR INDUSTRIES LTD
154193,NSE,E,20642,EQUITY,0,JINDWORLD,1.0,Jindal Worldwide,,,,5.0,,ES,EQ,JINDAL WORLDWIDE LTD
154210,NSE,E,20698,EQUITY,0,SCHAND,1.0,S Chand Group,,,,5.0,,ES,EQ,S CHAND AND COMPANY LTD
154220,NSE,E,2073,EQUITY,0,VTL,1.0,VARDHMAN TEXTILES LIMITED,,,,5.0,,ES,EQ,VARDHMAN TEXTILES LIMITED
154243,NSE,E,20764,EQUITY,0,RPPINFRA,1.0,RPP Infra Projects,,,,5.0,,ES,BE,R.P.P INFRA PROJECTS LTD.
154252,NSE,E,20776,EQUITY,0,BHAGYANGR,1.0,Bhagyanagar,,,,5.0,,ES,EQ,BHAGYANAGAR INDIA LIMITED
154253,NSE,E,20778,EQUITY,0,JAMNAAUTO,1.0,Jamna Auto Industries,,,,5.0,,ES,EQ,JAMNA AUTO IND LTD
154258,NSE,E,20788,EQUITY,0,MOTISONS,1.0,Motisons Jewellers,,,,5.0,,ES,EQ,MOTISONS JEWELLERS LTD
154260,NSE,E,20794,EQUITY,0,SUMEETINDS,1.0,Sumeet Industries,,,,5.0,,ES,BE,SUMEET IND LIMITED
154266,NSE,E,20822,EQUITY,0,SURAJEST,1.0,Suraj Estate Developers,,,,5.0,,ES,EQ,SURAJ ESTATE DEVELOPERS L
154267,NSE,E,20825,EQUITY,0,HUDCO,1.0,HUDCO,,,,5.0,,ES,EQ,HSG & URBAN DEV CORPN LTD
154268,NSE,E,20830,EQUITY,0,MOIL,1.0,MOIL,,,,5.0,,ES,EQ,MOIL LIMITED
154269,NSE,E,20831,EQUITY,0,MUTHOOTMF,1.0,Muthoot Microfin,,,,5.0,,ES,EQ,MUTHOOT MICROFIN LIMITED
154277,NSE,E,2085,EQUITY,0,MAHSCOOTER,1.0,Maharashtra Scooters,,,,5.0,,ES,EQ,MAHARASHTRA SCOOTERS LTD
154280,NSE,E,20854,EQUITY,0,HAPPYFORGE,1.0,Happy Forgings,,,,5.0,,ES,EQ,HAPPY FORGINGS LIMITED
154281,NSE,E,20856,EQUITY,0,ZEELEARN,1.0,Zee Learn,,,,5.0,,ES,BE,ZEE LEARN LIMITED
154290,NSE,E,20874,EQUITY,0,RBZJEWEL,1.0,RBZ Jewellers,,,,5.0,,ES,EQ,RBZ JEWELLERS LIMITED
154291,NSE,E,20877,EQUITY,0,PSPPROJECT,1.0,PSP Projects,,,,5.0,,ES,EQ,PSP PROJECTS LIMITED
154292,NSE,E,20878,EQUITY,0,MUFTI,1.0,Credo Brands Marketing (Mufti),,,,5.0,,ES,EQ,CREDO BRANDS MARKETING L
154293,NSE,E,2088,EQUITY,0,MAHSEAMLES,1.0,Maharashtra Seamless,,,,5.0,,ES,EQ,MAHARASHTRA SEAMLESS LTD
154294,NSE,E,20886,EQUITY,0,GANGOTRI,1.0,GANGOTRI TEXTILES LTD.,,,,5.0,,ES,BZ,GANGOTRI TEXTILES LTD.
154296,NSE,E,20899,EQUITY,0,EFORCE,1200.0,Electro Force,,,,5.0,,ES,SM,ELECTRO FORCE (INDIA) LTD
154298,NSE,E,20905,EQUITY,0,AZAD,1.0,Azad Engineering,,,,5.0,,ES,EQ,AZAD ENGINEERING LIMITED
154299,NSE,E,20910,EQUITY,0,A2ZINFRA,1.0,A2Z Infra Engineering,,,,5.0,,ES,BE,A2Z INFRA ENGINEERING LTD
154316,NSE,E,20929,EQUITY,0,JALAN,3000.0,Jalan Transolutions,,,,5.0,,ES,SM,JALAN TRANSOLU. INDIA LTD
154319,NSE,E,20936,EQUITY,0,KIRLOSENG,1.0,Kirloskar Oil Engines,,,,5.0,,ES,EQ,KIRLOSKAR OIL ENG LTD
154332,NSE,E,20954,EQUITY,0,RKDL,1.0,Ravi Kumar Distilleries,,,,5.0,,ES,BE,RAVI KUMAR DIST. LTD.
154333,NSE,E,20956,EQUITY,0,SUNCLAY,1.0,Sundaram Clayton,,,,5.0,,ES,EQ,SUNDARAM CLAYTON LIMITED
154345,NSE,E,20973,EQUITY,0,VSCL,3000.0,Vadivarhe Speciality Chemicals,,,,5.0,,ES,SM,VADIVARHE SPCLTY CHEM LTD
154356,NSE,E,21001,EQUITY,0,PSB,1.0,Punjab & Sind Bank,,,,5.0,,ES,EQ,PUNJAB & SIND BANK
154362,NSE,E,21021,EQUITY,0,FMNL,1.0,Future Market Networks,,,,5.0,,ES,BE,FUTURE MKT NETWORKS LTD
154383,NSE,E,21058,EQUITY,0,INDIFRA,2000.0,Indifra,,,,5.0,,ES,SM,INDIFRA LIMITED
154384,NSE,E,2106,EQUITY,0,MANGLMCEM,1.0,Mangalam Cement,,,,5.0,,ES,EQ,MANGALAM CEMENT LTD
154385,NSE,E,21062,EQUITY,0,INNOVACAP,1.0,Innova Captab,,,,5.0,,ES,EQ,INNOVA CAPTAB LIMITED
154386,NSE,E,21067,EQUITY,0,SUPREMEPWR,2000.0,Supreme Power Equipment,,,,5.0,,ES,SM,SUPREME POWER EQUIPMENT L
154387,NSE,E,2107,EQUITY,0,STOVEKRAFT,1.0,Stove Kraft,,,,5.0,,ES,EQ,STOVE KRAFT LIMITED
154388,NSE,E,21077,EQUITY,0,SURANASOL,1.0,Surana Solar,,,,5.0,,ES,EQ,SURANA SOLAR LIMITED
154389,NSE,E,21078,EQUITY,0,TECHLABS,4000.0,Trident Techlabs,,,,5.0,,ES,SM,TRIDENT TECHLABS LIMITED
154390,NSE,E,21091,EQUITY,0,STARCEMENT,1.0,Star Cement,,,,5.0,,ES,EQ,STAR CEMENT LIMITED
154391,NSE,E,21096,EQUITY,0,SAIFL,800.0,Sameera Agro and Infra,,,,5.0,,ES,SM,SAMEERA AGRO AND INFRA L
154392,NSE,E,21099,EQUITY,0,SPYL,1.0,Shekhawati Poly Yarn,,,,5.0,,ES,BE,SHEKHAWATI POLY-YARN LTD.
154393,NSE,E,21107,EQUITY,0,HRHNEXT,3000.0,HRH Next Services,,,,5.0,,ES,SM,HRH NEXT SERVICES LIMITED
154394,NSE,E,21113,EQUITY,0,BFINVEST,1.0,BF Investment,,,,5.0,,ES,EQ,BF INVESTMENT LIMITED
154395,NSE,E,21119,EQUITY,0,KICL,1.0,Kalyani Investment Company,,,,5.0,,ES,EQ,KALYANI INVEST CO LTD
154396,NSE,E,2112,EQUITY,0,MARALOVER,1.0,Maral Overseas,,,,5.0,,ES,EQ,MARAL OVERSEAS LTD
154397,NSE,E,21121,EQUITY,0,AKANKSHA,2000.0,Akanksha Power & Infrastructure,,,,5.0,,ES,SM,AKANKSHA POWER N INFRA L
154398,NSE,E,21131,EQUITY,0,TEJASNET,1.0,Tejas Networks,,,,5.0,,ES,EQ,TEJAS NETWORKS LIMITED
154406,NSE,E,21154,EQUITY,0,ERIS,1.0,Eris Lifesciences,,,,5.0,,ES,EQ,ERIS LIFESCIENCES LIMITED
154418,NSE,E,2117,EQUITY,0,TARACHAND,1000.0,Tara Chand Infra Logistic Solutions,,,,5.0,,ES,SM,TARA CHAND INFRA SOLN LTD
154421,NSE,E,21173,EQUITY,0,KCEIL,2000.0,Kay Cee Energy & Infra,,,,5.0,,ES,SM,KAY CEE ENERGY & INFRA L
154422,NSE,E,21174,EQUITY,0,CDSL,1.0,CDSL,,,,5.0,,ES,EQ,CENTRAL DEPO SER (I) LTD
154423,NSE,E,21186,EQUITY,0,KLL,1600.0,Kaushalya Logistics,,,,5.0,,ES,SM,KAUSHALYA LOGISTICS LTD
154427,NSE,E,21195,EQUITY,0,GTPL,1.0,GTPL Hathway,,,,5.0,,ES,EQ,GTPL HATHWAY LIMITED
154429,NSE,E,212,EQUITY,0,ASHOKLEY,1.0,Ashok Leyland,,,,5.0,,ES,EQ,ASHOK LEYLAND LTD
154433,NSE,E,21217,EQUITY,0,ACCORD,2000.0,Accord Synergy,,,,5.0,,ES,SM,ACCORD SYNERGY LIMITED
154444,NSE,E,21238,EQUITY,0,AUBANK,1.0,AU Small Finance Bank,,,,5.0,,ES,EQ,AU SMALL FINANCE BANK LTD
154446,NSE,E,2124,EQUITY,0,MASTEK,1.0,Mastek,,,,5.0,,ES,EQ,MASTEK LTD
154450,NSE,E,21256,EQUITY,0,DIGIDRIVE,1.0,Digidrive Distributors,,,,5.0,,ES,BE,DIGIDRIVE DISTRIBUTORS L
154452,NSE,E,21261,EQUITY,0,TRANSWIND,4000.0,Transwind Infrastructures,,,,5.0,,ES,ST,TRANSWIND INFRA LIMITED
154461,NSE,E,21275,EQUITY,0,SUMMITSEC,1.0,Summit Securities,,,,5.0,,ES,EQ,SUMMIT SECURITIES LTD
154470,NSE,E,21314,EQUITY,0,DYNPRO,1.0,Dynemic Products,,,,5.0,,ES,EQ,DYNEMIC PRODUCTS LIMITED
154477,NSE,E,2133,EQUITY,0,MDL,2000.0,Marvel Decor,,,,5.0,,ES,ST,MARVEL DECOR LIMITED
154480,NSE,E,21334,EQUITY,0,JYOTICNC,1.0,Jyoti CNC Automation,,,,5.0,,ES,EQ,JYOTI CNC AUTOMATION LTD
